sex,age,level_education,country,year,value_unemployment,value_education,valor_educacion,indice_educativo
Males,15-29,UNIVERSIDAD,Bulgaria,2022,6.0,11.3,5,2.79
Males,15-29,UNIVERSIDAD,Bulgaria,2023,6.0,11.8,5,2.8
Total,15-29,ESO,Bulgaria,2014,37.4,33.2,1,2.84
Total,15-29,ESO,Bulgaria,2015,31.6,34.0,1,2.84
Total,15-29,ESO,Bulgaria,2016,29.7,34.5,1,2.84
Total,15-29,ESO,Bulgaria,2017,24.8,34.6,1,2.84
Total,15-29,ESO,Bulgaria,2018,20.2,34.5,1,2.84
Total,15-29,ESO,Bulgaria,2019,16.8,36.2,1,2.84
Total,15-29,ESO,Bulgaria,2020,17.1,37.9,1,2.84
Total,15-29,ESO,Bulgaria,2021,24.2,36.3,1,2.84
Total,15-29,ESO,Bulgaria,2022,19.5,34.6,1,2.84
Total,15-29,ESO,Bulgaria,2023,18.9,32.8,1,2.84
Total,15-29,BACH-FP,Bulgaria,2014,16.8,51.3,3,2.84
Total,15-29,BACH-FP,Bulgaria,2015,13.7,50.4,3,2.84
Total,15-29,BACH-FP,Bulgaria,2016,10.9,49.5,3,2.84
Total,15-29,BACH-FP,Bulgaria,2017,8.7,48.5,3,2.84
Total,15-29,BACH-FP,Bulgaria,2018,7.4,49.0,3,2.84
Total,15-29,BACH-FP,Bulgaria,2019,5.7,48.8,3,2.84
Total,15-29,BACH-FP,Bulgaria,2020,8.5,47.7,3,2.84
Total,15-29,BACH-FP,Bulgaria,2021,9.9,49.0,3,2.84
Total,15-29,BACH-FP,Bulgaria,2022,7.5,51.2,3,2.84
Total,15-29,BACH-FP,Bulgaria,2023,8.2,52.5,3,2.84
Total,15-29,BACH,Bulgaria,2014,18.3,29.0,4,2.84
Total,15-29,BACH,Bulgaria,2015,14.1,29.0,4,2.84
Total,15-29,BACH,Bulgaria,2016,11.2,30.2,4,2.84
Total,15-29,BACH,Bulgaria,2017,7.9,31.5,4,2.84
Total,15-29,BACH,Bulgaria,2018,7.2,32.9,4,2.84
Total,15-29,BACH,Bulgaria,2019,5.4,32.8,4,2.84
Total,15-29,BACH,Bulgaria,2020,8.2,32.8,4,2.84
Total,15-29,BACH,Bulgaria,2021,11.1,33.8,4,2.84
Total,15-29,BACH,Bulgaria,2022,7.8,34.8,4,2.84
Total,15-29,BACH,Bulgaria,2023,7.8,34.5,4,2.84
Total,15-29,FP,Bulgaria,2014,15.5,22.2,2,2.84
Total,15-29,FP,Bulgaria,2015,13.4,21.4,2,2.84
Total,15-29,FP,Bulgaria,2016,10.6,19.4,2,2.84
Total,15-29,FP,Bulgaria,2017,9.6,17.0,2,2.84
Total,15-29,FP,Bulgaria,2018,7.6,16.0,2,2.84
Total,15-29,FP,Bulgaria,2019,6.2,15.9,2,2.84
Total,15-29,FP,Bulgaria,2020,9.0,14.9,2,2.84
Total,15-29,FP,Bulgaria,2021,8.3,15.2,2,2.84
Total,15-29,FP,Bulgaria,2022,7.0,16.3,2,2.84
Total,15-29,FP,Bulgaria,2023,8.7,18.0,2,2.84
Total,15-29,UNIVERSIDAD,Bulgaria,2014,10.4,15.6,5,2.84
Total,15-29,UNIVERSIDAD,Bulgaria,2015,8.4,15.6,5,2.84
Total,15-29,UNIVERSIDAD,Bulgaria,2016,7.5,16.0,5,2.84
Total,15-29,UNIVERSIDAD,Bulgaria,2017,5.9,16.9,5,2.84
Total,15-29,UNIVERSIDAD,Bulgaria,2018,4.8,16.6,5,2.84
Total,15-29,UNIVERSIDAD,Bulgaria,2019,4.1,15.0,5,2.84
Total,15-29,UNIVERSIDAD,Bulgaria,2020,5.5,14.4,5,2.84
Total,15-29,UNIVERSIDAD,Bulgaria,2021,5.2,14.6,5,2.84
Total,15-29,UNIVERSIDAD,Bulgaria,2022,3.7,14.3,5,2.84
Total,15-29,UNIVERSIDAD,Bulgaria,2023,3.9,14.6,5,2.84
Females,15-29,ESO,Croatia,2014,64.6,25.3,1,2.72
Females,15-29,ESO,Croatia,2015,47.0,25.1,1,2.76
Females,15-29,ESO,Croatia,2016,70.9,25.8,1,2.77
Females,15-29,ESO,Croatia,2017,37.5,25.9,1,2.76
Females,15-29,ESO,Croatia,2018,23.3,25.8,1,2.79
Females,15-29,ESO,Croatia,2019,25.7,25.5,1,2.83
Females,15-29,ESO,Croatia,2020,52.0,25.6,1,2.84
Females,15-29,ESO,Croatia,2021,52.0,25.8,1,2.81
Females,15-29,ESO,Croatia,2022,58.5,25.4,1,2.82
Females,15-29,ESO,Croatia,2023,58.5,24.9,1,2.85
Females,15-29,BACH-FP,Croatia,2014,35.6,57.7,3,2.72
Females,15-29,BACH-FP,Croatia,2015,35.0,56.9,3,2.76
Females,15-29,BACH-FP,Croatia,2016,27.2,53.3,3,2.77
Females,15-29,BACH-FP,Croatia,2017,24.1,53.4,3,2.76
Females,15-29,BACH-FP,Croatia,2018,22.5,54.1,3,2.79
Females,15-29,BACH-FP,Croatia,2019,16.6,50.7,3,2.83
Females,15-29,BACH-FP,Croatia,2020,21.1,51.7,3,2.84
Females,15-29,BACH-FP,Croatia,2021,21.8,52.9,3,2.81
Females,15-29,BACH-FP,Croatia,2022,18.6,52.4,3,2.82
Females,15-29,BACH-FP,Croatia,2023,16.6,51.3,3,2.85
Females,15-29,BACH,Croatia,2014,16.1,14.8,4,2.72
Females,15-29,BACH,Croatia,2015,32.4,17.0,4,2.76
Females,15-29,BACH,Croatia,2016,19.6,14.2,4,2.77
Females,15-29,BACH,Croatia,2017,13.7,13.8,4,2.76
Females,15-29,BACH,Croatia,2018,24.4,16.3,4,2.79
Females,15-29,BACH,Croatia,2019,24.4,13.9,4,2.83
Females,15-29,BACH,Croatia,2020,15.7,16.7,4,2.84
Females,15-29,BACH,Croatia,2021,15.7,16.2,4,2.81
Females,15-29,BACH,Croatia,2022,15.7,15.6,4,2.82
Females,15-29,BACH,Croatia,2023,15.7,15.7,4,2.85
Females,15-29,FP,Croatia,2014,36.8,42.9,2,2.72
Females,15-29,FP,Croatia,2015,35.2,39.9,2,2.76
Females,15-29,FP,Croatia,2016,27.9,39.1,2,2.77
Females,15-29,FP,Croatia,2017,25.0,39.6,2,2.76
Females,15-29,FP,Croatia,2018,22.3,37.8,2,2.79
Females,15-29,FP,Croatia,2019,17.5,36.8,2,2.83
Females,15-29,FP,Croatia,2020,21.6,35.1,2,2.84
Females,15-29,FP,Croatia,2021,22.1,36.7,2,2.81
Females,15-29,FP,Croatia,2022,19.4,36.9,2,2.82
Females,15-29,FP,Croatia,2023,17.7,35.6,2,2.85
Females,15-29,UNIVERSIDAD,Croatia,2014,23.8,17.0,5,2.72
Females,15-29,UNIVERSIDAD,Croatia,2015,21.6,18.0,5,2.76
Females,15-29,UNIVERSIDAD,Croatia,2016,18.9,20.9,5,2.77
Females,15-29,UNIVERSIDAD,Croatia,2017,19.7,20.7,5,2.76
Females,15-29,UNIVERSIDAD,Croatia,2018,18.7,20.1,5,2.79
Females,15-29,UNIVERSIDAD,Croatia,2019,16.3,23.8,5,2.83
Females,15-29,UNIVERSIDAD,Croatia,2020,16.0,22.7,5,2.84
Females,15-29,UNIVERSIDAD,Croatia,2021,14.0,21.3,5,2.81
Females,15-29,UNIVERSIDAD,Croatia,2022,16.0,22.2,5,2.82
Females,15-29,UNIVERSIDAD,Croatia,2023,12.1,23.8,5,2.85
Males,15-29,ESO,Croatia,2014,60.4,26.6,1,2.53
Males,15-29,ESO,Croatia,2015,36.2,25.3,1,2.53
Males,15-29,ESO,Croatia,2016,35.5,25.1,1,2.56
Males,15-29,ESO,Croatia,2017,41.8,25.7,1,2.57
Males,15-29,ESO,Croatia,2018,20.9,25.5,1,2.58
Males,15-29,ESO,Croatia,2019,29.2,25.3,1,2.56
Males,15-29,ESO,Croatia,2020,29.2,25.9,1,2.55
Males,15-29,ESO,Croatia,2021,22.9,27.1,1,2.56
Males,15-29,ESO,Croatia,2022,22.9,25.3,1,2.56
Males,15-29,ESO,Croatia,2023,41.9,25.9,1,2.56
Males,15-29,BACH-FP,Croatia,2014,31.8,61.3,3,2.53
Males,15-29,BACH-FP,Croatia,2015,29.8,64.3,3,2.53
Males,15-29,BACH-FP,Croatia,2016,24.9,63.0,3,2.56
Males,15-29,BACH-FP,Croatia,2017,20.4,61.7,3,2.57
Males,15-29,BACH-FP,Croatia,2018,14.7,61.7,3,2.58
Males,15-29,BACH-FP,Croatia,2019,10.1,63.9,3,2.56
Males,15-29,BACH-FP,Croatia,2020,14.0,62.1,3,2.55
Males,15-29,BACH-FP,Croatia,2021,15.2,60.3,3,2.56
Males,15-29,BACH-FP,Croatia,2022,10.4,63.0,3,2.56
Males,15-29,BACH-FP,Croatia,2023,11.2,62.9,3,2.56
Males,15-29,BACH,Croatia,2014,34.3,7.1,4,2.53
Males,15-29,BACH,Croatia,2015,24.0,8.5,4,2.53
Males,15-29,BACH,Croatia,2016,29.7,8.6,4,2.56
Males,15-29,BACH,Croatia,2017,23.7,8.8,4,2.57
Males,15-29,BACH,Croatia,2018,14.6,9.8,4,2.58
Males,15-29,BACH,Croatia,2019,14.6,10.3,4,2.56
Males,15-29,BACH,Croatia,2020,14.6,8.7,4,2.55
Males,15-29,BACH,Croatia,2021,14.6,9.3,4,2.56
Males,15-29,BACH,Croatia,2022,14.6,9.3,4,2.56
Males,15-29,BACH,Croatia,2023,14.6,10.4,4,2.56
Males,15-29,FP,Croatia,2014,31.7,54.2,2,2.53
Males,15-29,FP,Croatia,2015,30.0,55.8,2,2.53
Males,15-29,FP,Croatia,2016,24.7,54.4,2,2.56
Males,15-29,FP,Croatia,2017,20.2,52.9,2,2.57
Males,15-29,FP,Croatia,2018,14.7,51.9,2,2.58
Males,15-29,FP,Croatia,2019,10.0,53.5,2,2.56
Males,15-29,FP,Croatia,2020,14.0,53.4,2,2.55
Males,15-29,FP,Croatia,2021,15.3,51.0,2,2.56
Males,15-29,FP,Croatia,2022,10.2,53.7,2,2.56
Males,15-29,FP,Croatia,2023,11.4,52.5,2,2.56
Males,15-29,UNIVERSIDAD,Croatia,2014,23.4,12.1,5,2.53
Males,15-29,UNIVERSIDAD,Croatia,2015,19.6,10.4,5,2.53
Males,15-29,UNIVERSIDAD,Croatia,2016,15.4,12.0,5,2.56
Males,15-29,UNIVERSIDAD,Croatia,2017,18.4,12.6,5,2.57
Males,15-29,UNIVERSIDAD,Croatia,2018,13.9,12.9,5,2.58
Males,15-29,UNIVERSIDAD,Croatia,2019,8.9,10.9,5,2.56
Males,15-29,UNIVERSIDAD,Croatia,2020,14.8,11.9,5,2.55
Males,15-29,UNIVERSIDAD,Croatia,2021,11.5,12.7,5,2.56
Males,15-29,UNIVERSIDAD,Croatia,2022,9.4,11.7,5,2.56
Males,15-29,UNIVERSIDAD,Croatia,2023,6.8,11.2,5,2.56
Total,15-29,ESO,Croatia,2014,61.8,26.0,1,2.68
Total,15-29,ESO,Croatia,2015,40.2,25.2,1,2.68
Total,15-29,ESO,Croatia,2016,46.3,25.4,1,2.68
Total,15-29,ESO,Croatia,2017,40.8,25.8,1,2.68
Total,15-29,ESO,Croatia,2018,22.0,25.6,1,2.68
Total,15-29,ESO,Croatia,2019,27.6,25.4,1,2.68
Total,15-29,ESO,Croatia,2020,39.8,25.8,1,2.68
Total,15-29,ESO,Croatia,2021,26.3,26.4,1,2.68
Total,15-29,ESO,Croatia,2022,22.4,25.4,1,2.68
Total,15-29,ESO,Croatia,2023,41.4,25.4,1,2.68
Total,15-29,BACH-FP,Croatia,2014,33.3,59.5,3,2.68
Total,15-29,BACH-FP,Croatia,2015,31.8,60.7,3,2.68
Total,15-29,BACH-FP,Croatia,2016,25.8,58.2,3,2.68
Total,15-29,BACH-FP,Croatia,2017,21.9,57.6,3,2.68
Total,15-29,BACH-FP,Croatia,2018,17.7,58.0,3,2.68
Total,15-29,BACH-FP,Croatia,2019,12.4,57.4,3,2.68
Total,15-29,BACH-FP,Croatia,2020,16.5,57.0,3,2.68
Total,15-29,BACH-FP,Croatia,2021,17.6,56.7,3,2.68
Total,15-29,BACH-FP,Croatia,2022,13.5,57.8,3,2.68
Total,15-29,BACH-FP,Croatia,2023,13.1,57.3,3,2.68
Total,15-29,BACH,Croatia,2014,24.5,10.8,4,2.68
Total,15-29,BACH,Croatia,2015,28.5,12.7,4,2.68
Total,15-29,BACH,Croatia,2016,23.7,11.3,4,2.68
Total,15-29,BACH,Croatia,2017,18.2,11.3,4,2.68
Total,15-29,BACH,Croatia,2018,20.0,13.0,4,2.68
Total,15-29,BACH,Croatia,2019,9.2,12.1,4,2.68
Total,15-29,BACH,Croatia,2020,14.6,12.6,4,2.68
Total,15-29,BACH,Croatia,2021,14.5,12.7,4,2.68
Total,15-29,BACH,Croatia,2022,12.4,12.3,4,2.68
Total,15-29,BACH,Croatia,2023,12.4,12.9,4,2.68
Total,15-29,FP,Croatia,2014,33.7,48.7,2,2.68
Total,15-29,FP,Croatia,2015,32.0,48.0,2,2.68
Total,15-29,FP,Croatia,2016,25.9,46.9,2,2.68
Total,15-29,FP,Croatia,2017,22.1,46.4,2,2.68
Total,15-29,FP,Croatia,2018,17.5,45.0,2,2.68
Total,15-29,FP,Croatia,2019,12.6,45.4,2,2.68
Total,15-29,FP,Croatia,2020,16.6,44.5,2,2.68
Total,15-29,FP,Croatia,2021,17.8,44.0,2,2.68
Total,15-29,FP,Croatia,2022,13.5,45.5,2,2.68
Total,15-29,FP,Croatia,2023,13.6,44.4,2,2.68
Total,15-29,UNIVERSIDAD,Croatia,2014,23.6,14.5,5,2.68
Total,15-29,UNIVERSIDAD,Croatia,2015,20.9,14.1,5,2.68
Total,15-29,UNIVERSIDAD,Croatia,2016,17.6,16.4,5,2.68
Total,15-29,UNIVERSIDAD,Croatia,2017,19.2,16.6,5,2.68
Total,15-29,UNIVERSIDAD,Croatia,2018,16.7,16.4,5,2.68
Total,15-29,UNIVERSIDAD,Croatia,2019,14.0,17.2,5,2.68
Total,15-29,UNIVERSIDAD,Croatia,2020,15.6,17.2,5,2.68
Total,15-29,UNIVERSIDAD,Croatia,2021,13.0,16.9,5,2.68
Total,15-29,UNIVERSIDAD,Croatia,2022,13.5,16.8,5,2.68
Total,15-29,UNIVERSIDAD,Croatia,2023,10.3,17.2,5,2.68
Females,15-29,ESO,Cyprus,2014,13.9,27.5,1,3.42
Females,15-29,ESO,Cyprus,2015,32.8,25.9,1,3.41
Females,15-29,ESO,Cyprus,2016,25.6,25.4,1,3.46
Females,15-29,ESO,Cyprus,2017,23.8,26.3,1,3.46
Females,15-29,ESO,Cyprus,2018,15.9,25.7,1,3.46
Females,15-29,ESO,Cyprus,2019,15.9,25.4,1,3.46
Females,15-29,ESO,Cyprus,2020,15.9,25.8,1,3.38
Females,15-29,ESO,Cyprus,2021,17.0,26.5,1,3.35
Females,15-29,ESO,Cyprus,2022,17.0,24.2,1,3.43
Females,15-29,ESO,Cyprus,2023,20.4,24.5,1,3.46
Females,15-29,BACH-FP,Cyprus,2014,27.4,28.2,3,3.42
Females,15-29,BACH-FP,Cyprus,2015,25.3,31.3,3,3.41
Females,15-29,BACH-FP,Cyprus,2016,30.0,30.1,3,3.46
Females,15-29,BACH-FP,Cyprus,2017,18.0,30.1,3,3.46
Females,15-29,BACH-FP,Cyprus,2018,13.6,30.8,3,3.46
Females,15-29,BACH-FP,Cyprus,2019,11.6,30.5,3,3.46
Females,15-29,BACH-FP,Cyprus,2020,12.1,33.7,3,3.38
Females,15-29,BACH-FP,Cyprus,2021,15.2,35.4,3,3.35
Females,15-29,BACH-FP,Cyprus,2022,18.2,35.3,3,3.43
Females,15-29,BACH-FP,Cyprus,2023,11.0,33.2,3,3.46
Females,15-29,BACH,Cyprus,2014,27.3,24.1,4,3.42
Females,15-29,BACH,Cyprus,2015,25.9,25.6,4,3.41
Females,15-29,BACH,Cyprus,2016,33.5,25.8,4,3.46
Females,15-29,BACH,Cyprus,2017,18.6,27.4,4,3.46
Females,15-29,BACH,Cyprus,2018,12.7,27.6,4,3.46
Females,15-29,BACH,Cyprus,2019,10.4,26.3,4,3.46
Females,15-29,BACH,Cyprus,2020,11.9,27.6,4,3.38
Females,15-29,BACH,Cyprus,2021,15.5,29.5,4,3.35
Females,15-29,BACH,Cyprus,2022,19.6,30.4,4,3.43
Females,15-29,BACH,Cyprus,2023,11.1,29.1,4,3.46
Females,15-29,FP,Cyprus,2014,27.7,4.1,2,3.42
Females,15-29,FP,Cyprus,2015,23.4,5.7,2,3.41
Females,15-29,FP,Cyprus,2016,18.4,4.3,2,3.46
Females,15-29,FP,Cyprus,2017,18.4,2.7,2,3.46
Females,15-29,FP,Cyprus,2018,18.4,3.2,2,3.46
Females,15-29,FP,Cyprus,2019,18.4,4.2,2,3.46
Females,15-29,FP,Cyprus,2020,18.4,6.1,2,3.38
Females,15-29,FP,Cyprus,2021,14.7,5.7,2,3.35
Females,15-29,FP,Cyprus,2022,14.7,4.8,2,3.43
Females,15-29,FP,Cyprus,2023,14.7,4.0,2,3.46
Females,15-29,UNIVERSIDAD,Cyprus,2014,24.8,44.3,5,3.42
Females,15-29,UNIVERSIDAD,Cyprus,2015,23.3,42.8,5,3.41
Females,15-29,UNIVERSIDAD,Cyprus,2016,19.7,44.4,5,3.46
Females,15-29,UNIVERSIDAD,Cyprus,2017,18.4,43.6,5,3.46
Females,15-29,UNIVERSIDAD,Cyprus,2018,12.9,43.5,5,3.46
Females,15-29,UNIVERSIDAD,Cyprus,2019,11.7,44.1,5,3.46
Females,15-29,UNIVERSIDAD,Cyprus,2020,10.9,40.5,5,3.38
Females,15-29,UNIVERSIDAD,Cyprus,2021,11.5,38.1,5,3.35
Females,15-29,UNIVERSIDAD,Cyprus,2022,12.2,40.6,5,3.43
Females,15-29,UNIVERSIDAD,Cyprus,2023,8.8,42.4,5,3.46
Males,15-29,ESO,Cyprus,2014,30.3,32.6,1,2.94
Males,15-29,ESO,Cyprus,2015,33.9,31.9,1,2.97
Males,15-29,ESO,Cyprus,2016,16.9,31.0,1,3.01
Males,15-29,ESO,Cyprus,2017,24.6,30.5,1,3.02
Males,15-29,ESO,Cyprus,2018,23.7,29.7,1,3.04
Males,15-29,ESO,Cyprus,2019,13.6,28.6,1,3.07
Males,15-29,ESO,Cyprus,2020,12.7,30.8,1,3.04
Males,15-29,ESO,Cyprus,2021,15.4,30.2,1,3.06
Males,15-29,ESO,Cyprus,2022,24.1,30.0,1,3.06
Males,15-29,ESO,Cyprus,2023,16.5,31.5,1,3.02
Males,15-29,BACH-FP,Cyprus,2014,29.2,44.6,3,2.94
Males,15-29,BACH-FP,Cyprus,2015,26.2,45.7,3,2.97
Males,15-29,BACH-FP,Cyprus,2016,22.3,44.9,3,3.01
Males,15-29,BACH-FP,Cyprus,2017,18.4,44.6,3,3.02
Males,15-29,BACH-FP,Cyprus,2018,15.3,44.1,3,3.04
Males,15-29,BACH-FP,Cyprus,2019,14.5,44.3,3,3.07
Males,15-29,BACH-FP,Cyprus,2020,18.4,43.6,3,3.04
Males,15-29,BACH-FP,Cyprus,2021,17.7,43.4,3,3.06
Males,15-29,BACH-FP,Cyprus,2022,13.5,42.7,3,3.06
Males,15-29,BACH-FP,Cyprus,2023,13.4,42.4,3,3.02
Males,15-29,BACH,Cyprus,2014,31.5,27.9,4,2.94
Males,15-29,BACH,Cyprus,2015,30.8,30.3,4,2.97
Males,15-29,BACH,Cyprus,2016,22.0,30.2,4,3.01
Males,15-29,BACH,Cyprus,2017,19.6,29.4,4,3.02
Males,15-29,BACH,Cyprus,2018,13.0,28.6,4,3.04
Males,15-29,BACH,Cyprus,2019,14.0,28.8,4,3.07
Males,15-29,BACH,Cyprus,2020,19.0,30.2,4,3.04
Males,15-29,BACH,Cyprus,2021,20.5,29.5,4,3.06
Males,15-29,BACH,Cyprus,2022,14.5,28.1,4,3.06
Males,15-29,BACH,Cyprus,2023,16.0,27.7,4,3.02
Males,15-29,FP,Cyprus,2014,26.4,16.8,2,2.94
Males,15-29,FP,Cyprus,2015,20.8,15.4,2,2.97
Males,15-29,FP,Cyprus,2016,22.7,14.7,2,3.01
Males,15-29,FP,Cyprus,2017,16.8,15.2,2,3.02
Males,15-29,FP,Cyprus,2018,18.4,15.6,2,3.04
Males,15-29,FP,Cyprus,2019,15.2,15.5,2,3.07
Males,15-29,FP,Cyprus,2020,17.4,13.4,2,3.04
Males,15-29,FP,Cyprus,2021,13.1,14.0,2,3.06
Males,15-29,FP,Cyprus,2022,12.0,14.5,2,3.06
Males,15-29,FP,Cyprus,2023,9.8,14.6,2,3.02
Males,15-29,UNIVERSIDAD,Cyprus,2014,24.5,22.7,5,2.94
Males,15-29,UNIVERSIDAD,Cyprus,2015,18.5,22.4,5,2.97
Males,15-29,UNIVERSIDAD,Cyprus,2016,19.9,24.0,5,3.01
Males,15-29,UNIVERSIDAD,Cyprus,2017,17.5,24.9,5,3.02
Males,15-29,UNIVERSIDAD,Cyprus,2018,15.3,26.1,5,3.04
Males,15-29,UNIVERSIDAD,Cyprus,2019,6.1,27.1,5,3.07
Males,15-29,UNIVERSIDAD,Cyprus,2020,12.9,25.6,5,3.04
Males,15-29,UNIVERSIDAD,Cyprus,2021,11.8,26.4,5,3.06
Males,15-29,UNIVERSIDAD,Cyprus,2022,10.8,27.3,5,3.06
Males,15-29,UNIVERSIDAD,Cyprus,2023,12.8,26.2,5,3.02
Total,15-29,ESO,Cyprus,2014,24.5,29.9,1,3.23
Total,15-29,ESO,Cyprus,2015,33.5,28.8,1,3.23
Total,15-29,ESO,Cyprus,2016,20.0,28.1,1,3.23
Total,15-29,ESO,Cyprus,2017,24.3,28.3,1,3.23
Total,15-29,ESO,Cyprus,2018,20.5,27.6,1,3.23
Total,15-29,ESO,Cyprus,2019,12.1,26.9,1,3.23
Total,15-29,ESO,Cyprus,2020,11.7,28.2,1,3.23
Total,15-29,ESO,Cyprus,2021,16.0,28.3,1,3.23
Total,15-29,ESO,Cyprus,2022,21.0,27.0,1,3.23
Total,15-29,ESO,Cyprus,2023,18.0,27.9,1,3.23
Total,15-29,BACH-FP,Cyprus,2014,28.5,36.0,3,3.23
Total,15-29,BACH-FP,Cyprus,2015,25.9,38.2,3,3.23
Total,15-29,BACH-FP,Cyprus,2016,25.2,37.2,3,3.23
Total,15-29,BACH-FP,Cyprus,2017,18.3,37.1,3,3.23
Total,15-29,BACH-FP,Cyprus,2018,14.6,37.3,3,3.23
Total,15-29,BACH-FP,Cyprus,2019,13.4,37.0,3,3.23
Total,15-29,BACH-FP,Cyprus,2020,15.8,38.4,3,3.23
Total,15-29,BACH-FP,Cyprus,2021,16.7,39.3,3,3.23
Total,15-29,BACH-FP,Cyprus,2022,15.5,38.8,3,3.23
Total,15-29,BACH-FP,Cyprus,2023,12.5,37.6,3,3.23
Total,15-29,BACH,Cyprus,2014,29.7,25.9,4,3.23
Total,15-29,BACH,Cyprus,2015,28.6,27.9,4,3.23
Total,15-29,BACH,Cyprus,2016,27.3,27.9,4,3.23
Total,15-29,BACH,Cyprus,2017,19.2,28.4,4,3.23
Total,15-29,BACH,Cyprus,2018,12.9,28.1,4,3.23
Total,15-29,BACH,Cyprus,2019,12.3,27.5,4,3.23
Total,15-29,BACH,Cyprus,2020,15.8,28.8,4,3.23
Total,15-29,BACH,Cyprus,2021,18.1,29.5,4,3.23
Total,15-29,BACH,Cyprus,2022,17.1,29.3,4,3.23
Total,15-29,BACH,Cyprus,2023,13.7,28.5,4,3.23
Total,15-29,FP,Cyprus,2014,26.6,10.2,2,3.23
Total,15-29,FP,Cyprus,2015,21.5,10.3,2,3.23
Total,15-29,FP,Cyprus,2016,21.7,9.3,2,3.23
Total,15-29,FP,Cyprus,2017,16.4,8.8,2,3.23
Total,15-29,FP,Cyprus,2018,18.5,9.2,2,3.23
Total,15-29,FP,Cyprus,2019,15.7,9.5,2,3.23
Total,15-29,FP,Cyprus,2020,16.0,9.6,2,3.23
Total,15-29,FP,Cyprus,2021,13.5,9.7,2,3.23
Total,15-29,FP,Cyprus,2022,12.0,9.5,2,3.23
Total,15-29,FP,Cyprus,2023,9.9,9.2,2,3.23
Total,15-29,UNIVERSIDAD,Cyprus,2014,24.7,34.0,5,3.23
Total,15-29,UNIVERSIDAD,Cyprus,2015,21.7,33.0,5,3.23
Total,15-29,UNIVERSIDAD,Cyprus,2016,19.8,34.7,5,3.23
Total,15-29,UNIVERSIDAD,Cyprus,2017,18.1,34.5,5,3.23
Total,15-29,UNIVERSIDAD,Cyprus,2018,13.7,35.1,5,3.23
Total,15-29,UNIVERSIDAD,Cyprus,2019,9.6,36.1,5,3.23
Total,15-29,UNIVERSIDAD,Cyprus,2020,11.7,33.5,5,3.23
Total,15-29,UNIVERSIDAD,Cyprus,2021,11.6,32.5,5,3.23
Total,15-29,UNIVERSIDAD,Cyprus,2022,11.6,34.2,5,3.23
Total,15-29,UNIVERSIDAD,Cyprus,2023,10.3,34.5,5,3.23
Females,15-29,ESO,Czechia,2014,30.3,27.6,1,2.71
Females,15-29,ESO,Czechia,2015,45.6,28.8,1,2.71
Females,15-29,ESO,Czechia,2016,29.7,30.5,1,2.69
Females,15-29,ESO,Czechia,2017,25.1,30.6,1,2.7
Females,15-29,ESO,Czechia,2018,18.6,31.4,1,2.69
Females,15-29,ESO,Czechia,2019,15.4,32.1,1,2.65
Females,15-29,ESO,Czechia,2020,16.4,34.1,1,2.65
Females,15-29,ESO,Czechia,2021,19.7,33.9,1,2.83
Females,15-29,ESO,Czechia,2022,24.4,34.8,1,2.66
Females,15-29,ESO,Czechia,2023,19.5,36.9,1,2.61
Females,15-29,BACH-FP,Czechia,2014,12.4,52.7,3,2.71
Females,15-29,BACH-FP,Czechia,2015,9.2,50.5,3,2.71
Females,15-29,BACH-FP,Czechia,2016,8.0,48.8,3,2.69
Females,15-29,BACH-FP,Czechia,2017,5.2,48.1,3,2.7
Females,15-29,BACH-FP,Czechia,2018,5.2,47.3,3,2.69
Females,15-29,BACH-FP,Czechia,2019,3.9,48.6,3,2.65
Females,15-29,BACH-FP,Czechia,2020,6.2,46.0,3,2.65
Females,15-29,BACH-FP,Czechia,2021,6.8,46.5,3,2.83
Females,15-29,BACH-FP,Czechia,2022,4.4,45.9,3,2.66
Females,15-29,BACH-FP,Czechia,2023,6.1,44.5,3,2.61
Females,15-29,BACH,Czechia,2014,11.8,12.1,4,2.71
Females,15-29,BACH,Czechia,2015,9.9,11.7,4,2.71
Females,15-29,BACH,Czechia,2016,6.7,11.4,4,2.69
Females,15-29,BACH,Czechia,2017,4.9,11.1,4,2.7
Females,15-29,BACH,Czechia,2018,3.9,11.2,4,2.69
Females,15-29,BACH,Czechia,2019,4.0,10.8,4,2.65
Females,15-29,BACH,Czechia,2020,5.3,11.6,4,2.65
Females,15-29,BACH,Czechia,2021,8.3,25.1,4,2.83
Females,15-29,BACH,Czechia,2022,3.3,13.6,4,2.66
Females,15-29,BACH,Czechia,2023,5.8,12.7,4,2.61
Females,15-29,FP,Czechia,2014,12.5,40.6,2,2.71
Females,15-29,FP,Czechia,2015,9.2,38.8,2,2.71
Females,15-29,FP,Czechia,2016,8.1,37.4,2,2.69
Females,15-29,FP,Czechia,2017,5.2,37.0,2,2.7
Females,15-29,FP,Czechia,2018,5.4,36.1,2,2.69
Females,15-29,FP,Czechia,2019,3.9,37.7,2,2.65
Females,15-29,FP,Czechia,2020,6.3,34.5,2,2.65
Females,15-29,FP,Czechia,2021,5.7,21.4,2,2.83
Females,15-29,FP,Czechia,2022,4.7,32.3,2,2.66
Females,15-29,FP,Czechia,2023,6.1,31.8,2,2.61
Females,15-29,UNIVERSIDAD,Czechia,2014,7.2,19.6,5,2.71
Females,15-29,UNIVERSIDAD,Czechia,2015,5.3,20.8,5,2.71
